"e401k","inc","marr","male","age","fsize","nettfa","p401k","pira","incsq","agesq"
0,27.6060009002686,1,0,25,3,-6.94999980926514,0,0,762.09130859375,625
0,42.3300018310547,1,0,31,4,8.59899997711182,0,0,1791.8291015625,961
0,17.1000003814697,0,0,33,3,-1.25,0,0,292.410003662109,1089
0,28.6049995422363,1,1,46,2,-2.90000009536743,0,0,818.245971679688,2116
0,28.7999992370605,0,0,27,1,-9.5,0,0,829.43994140625,729
0,41.8559989929199,1,0,25,3,7,0,0,1751.92468261719,625
0,53.1510009765625,1,0,37,4,-0.307000011205673,0,1,2825.02880859375,1369
0,36.060001373291,1,0,51,3,0.899999976158142,0,0,1300.32373046875,2601
0,50.0369987487793,1,0,42,4,2.13000011444092,0,0,2503.701171875,1764
1,69.786003112793,0,1,51,3,50,1,1,4870.08642578125,2601
0,73.7099990844727,1,0,43,2,131.350006103516,0,1,5433.1640625,1849
1,27.4619998931885,1,0,29,5,0.481000006198883,1,0,754.161437988281,841
1,15.3629999160767,0,0,28,3,0.828999996185303,1,0,236.021759033203,784
0,16.8150005340576,0,1,35,1,-0.300000011920929,0,0,282.744232177734,1225
0,47.0400009155273,1,0,60,4,41.648998260498,0,0,2212.76171875,3600
0,12,0,0,29,2,-2,0,0,144,841
0,23.3939990997314,0,1,56,2,-4.88800001144409,0,0,547.279174804688,3136
1,39.8819999694824,1,0,32,5,131.843994140625,1,1,1590.57397460938,1024
0,10.1999998092651,0,0,28,2,0,0,0,104.039993286133,784
1,39.9000015258789,0,1,42,2,17.5,1,0,1592.01013183594,1764
0,22.8479995727539,0,1,52,1,0.300000011920929,0,0,522.031066894531,2704
0,34.1640014648438,1,0,50,4,3.29999995231628,0,1,1167.17895507812,2500
1,63.2400016784668,1,0,46,2,4.15000009536743,1,1,3999.2978515625,2116
1,85.1999969482422,1,0,60,2,53,0,1,7259.03955078125,3600
1,25.9500007629395,0,0,51,4,16.5709991455078,1,1,673.402526855469,2601
1,108.419998168945,1,1,55,3,47.9580001831055,1,1,11754.896484375,3025
1,41.4389991760254,0,1,37,1,28.3610000610352,1,0,1717.19067382812,1369
0,106.620002746582,1,1,47,2,134.583999633789,0,1,11367.8251953125,2209
0,36.9300003051758,0,1,46,1,3.20000004768372,0,0,1363.82495117188,2116
0,28.5599994659424,0,0,27,1,-4.5,0,0,815.673583984375,729
0,85.0650024414062,1,0,46,4,-1.02499997615814,0,0,7236.0546875,2116
1,42.060001373291,0,1,38,1,0.300000011920929,0,0,1769.04370117188,1444
0,25.6259994506836,1,0,38,4,0,0,0,656.691833496094,1444
0,28.5300006866455,1,0,28,3,-8.38799953460693,0,1,813.9609375,784
1,23.2590007781982,1,0,39,4,-1.90699994564056,1,0,540.981140136719,1521
0,22.5,0,1,44,1,20,0,0,506.25,1936
0,16.8600006103516,0,1,27,1,2.92400002479553,0,0,284.259613037109,729
0,50.6339988708496,1,1,40,3,4.09999990463257,0,1,2563.8017578125,1600
0,24.173999786377,0,1,44,1,-3.40000009536743,0,0,584.382263183594,1936
0,13.3199996948242,0,1,26,1,4.55000019073486,0,0,177.422393798828,676
0,25.80299949646,1,0,31,5,-0.100000001490116,0,0,665.794799804688,961
0,32.0820007324219,0,1,31,1,-1.39999997615814,0,0,1029.25476074219,961
1,44.2919998168945,1,0,51,8,1.90499997138977,1,0,1961.78125,2601
1,36.0299987792969,0,1,29,1,2.59999990463257,0,0,1298.16076660156,841
0,16.2840003967285,0,0,49,1,1.5,0,0,265.168670654297,2401
0,16.2689990997314,1,0,50,5,1.29999995231628,0,0,264.680328369141,2500
0,18.1499996185303,1,1,25,5,0,0,0,329.422485351562,625
0,36.7980003356934,1,0,64,2,0.400000005960464,0,0,1354.0927734375,4096
0,47.1539993286133,1,0,31,3,10.6999998092651,0,0,2223.49975585938,961
1,73.0859985351562,1,0,48,3,260.872009277344,1,1,5341.56298828125,2304
1,32.7389984130859,0,0,33,3,4.84700012207031,1,0,1071.84204101562,1089
0,10.8030004501343,0,1,30,1,0.0199999995529652,0,0,116.704818725586,900
0,21.8129997253418,1,0,25,4,-2.71000003814697,0,0,475.806945800781,625
0,29.7719993591309,1,0,30,4,0.200000002980232,0,0,886.371948242188,900
1,24.5400009155273,1,0,50,4,24.2099990844727,1,0,602.211669921875,2500
0,30.4290008544922,1,0,62,2,13.2390003204346,0,0,925.924072265625,3844
0,37.5330009460449,1,0,34,2,5,0,0,1408.72619628906,1156
0,39.8819999694824,1,0,29,4,-3.00099992752075,0,0,1590.57397460938,841
0,33.2280006408691,1,0,62,2,0,0,0,1104.09997558594,3844
0,36.6479988098145,1,0,51,3,-0.774999976158142,0,0,1343.07580566406,2601
1,59.7000007629395,1,0,39,3,20,0,0,3564.09008789062,1521
0,36.2999992370605,0,1,29,1,9.49899959564209,0,0,1317.68994140625,841
1,37.8330001831055,1,0,49,3,-0.758000016212463,1,0,1431.3359375,2401
0,37.2360000610352,1,0,25,3,0.129999995231628,0,1,1386.51965332031,625
0,25.253999710083,1,0,45,6,7.7979998588562,0,0,637.764526367188,2025
0,97.7519989013672,1,0,35,3,30.9990005493164,0,1,9555.453125,1225
1,89.963996887207,1,0,51,3,77,1,1,8093.5205078125,2601
1,24.5459995269775,0,0,42,2,18.5,1,0,602.506103515625,1764
1,30.2639999389648,0,0,25,1,29.7590007781982,1,0,915.90966796875,625
1,41.7239990234375,1,0,32,2,-1.56500005722046,1,0,1740.89208984375,1024
0,49.3559989929199,1,0,41,4,3.29999995231628,0,1,2436.0146484375,1681
0,16.5779991149902,0,1,49,1,0,0,0,274.830047607422,2401
0,17.1359996795654,1,0,36,3,-4,0,0,293.642486572266,1296
0,42.7589988708496,1,0,50,4,17.5650005340576,0,1,1828.33203125,2500
1,16.0919990539551,0,1,37,4,-0.654999971389771,0,0,258.952423095703,1369
1,69.870002746582,1,0,50,4,37.6990013122559,1,1,4881.8173828125,2500
0,22.2000007629395,0,0,50,1,2.3989999294281,0,0,492.840026855469,2500
1,64.1370010375977,1,1,28,4,2.07999992370605,1,0,4113.5546875,784
0,36.8400001525879,1,0,42,4,0.317999988794327,0,0,1357.18566894531,1764
0,22.0799999237061,0,0,26,3,0,0,0,487.526397705078,676
0,14.6759996414185,1,0,57,2,1.35099995136261,0,1,215.384963989258,3249
0,28.6499996185303,1,0,40,4,15,0,1,820.822448730469,1600
0,24.9930000305176,0,1,33,1,0,0,0,624.650024414062,1089
1,50.6189994812012,0,1,37,1,12.5,0,1,2562.283203125,1369
0,55.0740013122559,1,1,46,6,37.2400016784668,0,0,3033.1455078125,2116
0,60.3600006103516,1,0,40,3,91.9990005493164,0,1,3643.32958984375,1600
1,63.8849983215332,1,0,37,4,13.4849996566772,1,0,4081.29296875,1369
0,23.882999420166,0,0,47,3,2.49900007247925,0,0,570.397644042969,2209
0,23.003999710083,1,0,59,4,0.100000001490116,0,0,529.184020996094,3481
0,23.3999996185303,0,0,33,3,-0.439999997615814,0,0,547.559997558594,1089
0,26.0550003051758,1,0,63,2,30.1000003814697,0,1,678.863037109375,3969
1,44.4000015258789,0,1,47,3,24.3999996185303,1,0,1971.36010742188,2209
0,33.726001739502,1,0,46,4,-11.5010004043579,0,0,1137.44323730469,2116
0,16.1399993896484,1,0,39,5,-0.310000002384186,0,0,260.499572753906,1521
0,103.448997497559,1,0,61,2,12.4340000152588,0,1,10701.6953125,3721
1,51.7319984436035,1,0,50,4,18.1749992370605,1,1,2676.19970703125,2500
0,12.4709997177124,0,1,41,1,0,0,0,155.525833129883,1681
0,15.4320001602173,0,1,41,1,2.20000004768372,0,0,238.146621704102,1681
0,52.2900009155273,1,0,36,4,18.8500003814697,0,1,2734.244140625,1296
1,28.4249992370605,0,1,39,1,0.400000005960464,0,0,807.980590820312,1521
0,34.2000007629395,0,1,27,1,5.00899982452393,0,0,1169.64001464844,729
0,11.8559999465942,0,1,46,1,6.80700016021729,0,0,140.564727783203,2116
1,30.8969993591309,0,0,28,2,-8.6899995803833,1,0,954.624572753906,784
0,79.0230026245117,1,0,49,4,87.9960021972656,0,1,6244.634765625,2401
0,27.2250003814697,0,1,31,1,0,0,0,741.200622558594,961
1,26.9249992370605,0,0,48,4,19.9489994049072,0,1,724.95556640625,2304
1,21.6299991607666,0,0,35,1,2.99900007247925,1,0,467.856872558594,1225
1,46.2000007629395,0,1,34,1,16.0499992370605,1,1,2134.44018554688,1156
1,65.2620010375977,1,0,42,4,39.6500015258789,1,1,4259.12890625,1764
0,48.2879981994629,0,1,28,1,3.29999995231628,0,0,2331.73071289062,784
1,53.5499992370605,1,0,30,2,81.2699966430664,1,0,2867.6025390625,900
1,34.2900009155273,1,0,48,2,131.408004760742,1,1,1175.80419921875,2304
1,39.9150009155273,0,1,35,1,-1.03400003910065,1,0,1593.20727539062,1225
0,49.4339981079102,1,0,31,2,-0.200000002980232,0,0,2443.72021484375,961
0,22.6979999542236,0,0,34,3,-2.29999995231628,0,0,515.19921875,1156
0,20.2800006866455,1,1,36,5,-0.699999988079071,0,0,411.278442382812,1296
0,24.3090000152588,1,0,26,3,0.100000001490116,0,0,590.927490234375,676
0,24,0,0,32,3,-0.980000019073486,0,0,576,1024
0,116.262001037598,1,0,42,4,3.20000004768372,0,0,13516.8525390625,1764
0,23.8500003814697,0,1,57,1,6.79899978637695,0,1,568.822509765625,3249
1,48.1619987487793,1,0,28,3,-4.15000009536743,0,0,2319.578125,784
0,22.5510005950928,1,0,60,5,0.00800000037997961,0,0,508.547637939453,3600
1,61.8660011291504,1,0,49,5,0.439999997615814,0,0,3827.40209960938,2401
0,20.9400005340576,1,0,40,7,0.0900000035762787,0,0,438.483612060547,1600
0,80.4390029907227,1,0,41,2,-31.8449993133545,0,0,6470.43310546875,1681
0,18.5729999542236,1,0,34,5,-0.980000019073486,0,0,344.956329345703,1156
0,51.1500015258789,0,1,47,1,26.5,0,1,2616.32275390625,2209
1,52.5029983520508,1,0,44,4,3.70000004768372,1,0,2756.56494140625,1936
1,64.0439987182617,0,1,40,2,2.42700004577637,1,0,4101.6337890625,1600
1,32.8650016784668,1,0,37,3,24.1000003814697,1,1,1080.10827636719,1369
1,36.8699989318848,1,0,44,4,-5.97499990463257,0,0,1359.39685058594,1936
0,48.9000015258789,1,1,27,3,-2.45000004768372,0,0,2391.21020507812,729
1,39.9959983825684,1,0,32,5,6.05000019073486,1,1,1599.67993164062,1024
1,55.7789993286133,0,1,46,1,23.1669998168945,1,0,3111.296875,2116
1,53.5979995727539,1,1,28,2,-0.0689999982714653,1,0,2872.74560546875,784
0,52.8059997558594,1,0,61,3,69.870002746582,0,1,2788.4736328125,3721
0,17.7000007629395,0,1,30,1,-2.05999994277954,0,0,313.2900390625,900
0,18.0900001525879,0,1,26,1,3.34999990463257,0,0,327.248107910156,676
0,56.9939994812012,1,0,40,3,1,0,0,3248.31591796875,1600
1,61.1580009460449,1,0,50,2,295.135986328125,1,1,3740.30102539062,2500
1,15.3179998397827,1,0,50,4,0.248999997973442,0,0,234.64111328125,2500
1,44.7779998779297,0,0,53,1,65.5,1,0,2005.06921386719,2809
1,47.7000007629395,1,0,59,6,12,0,0,2275.2900390625,3481
0,38.7210006713867,1,0,49,2,47.359001159668,0,0,1499.31591796875,2401
1,21.75,0,0,51,2,14.6000003814697,1,0,473.0625,2601
0,84.5999984741211,1,0,50,7,8.10000038146973,0,0,7157.15966796875,2500
0,20.4179992675781,0,1,26,1,0.0700000002980232,0,0,416.894683837891,676
0,33.8549995422363,1,0,38,4,-4.23999977111816,0,0,1146.16101074219,1444
0,43.875,0,0,34,3,12.1999998092651,0,0,1925.015625,1156
1,51.234001159668,1,0,50,2,4.99900007247925,0,1,2624.9228515625,2500
0,59.5439987182617,1,0,31,4,-0.349999994039536,0,0,3545.48779296875,961
0,55.4189987182617,1,0,38,5,31.4020004272461,0,1,3071.26538085938,1444
0,29.9459991455078,1,0,37,4,0.150000005960464,0,0,896.762878417969,1369
0,11.8979997634888,0,0,49,2,0,0,0,141.562393188477,2401
0,69.693000793457,1,1,41,4,52.9000015258789,0,1,4857.1142578125,1681
0,12.2399997711182,0,0,50,2,-3.5,0,0,149.817596435547,2500
0,10.9919996261597,0,0,49,2,0.268999993801117,0,0,120.824058532715,2401
0,31.4400005340576,1,0,28,4,-9.84000015258789,0,0,988.4736328125,784
0,20.2290000915527,1,0,31,4,-3,0,0,409.212432861328,961
0,23.4899997711182,0,0,43,1,0.310000002384186,0,0,551.780090332031,1849
1,18.7439994812012,0,1,35,1,-0.5,1,0,351.337524414062,1225
0,30.9599990844727,1,0,56,3,0,0,0,958.521545410156,3136
0,17.9190006256104,1,0,26,4,-9.5,0,0,321.090576171875,676
1,75.6029968261719,1,0,35,4,5.51800012588501,0,0,5715.81298828125,1225
1,28.5389995574951,1,0,45,3,1.95299994945526,1,0,814.474487304688,2025
0,29.8980007171631,1,0,43,4,3.17199993133545,0,1,893.890441894531,1849
1,73.6139984130859,1,0,60,2,90.7620010375977,1,0,5419.02099609375,3600
0,34.4879989624023,1,1,36,5,1.13999998569489,0,0,1189.42211914062,1296
0,11.6999998092651,0,1,33,1,-0.157000005245209,0,0,136.889999389648,1089
1,44.8380012512207,1,1,47,3,0.828000009059906,1,0,2010.44641113281,2209
0,49.7879981994629,1,0,62,2,207.75,0,1,2478.8447265625,3844
1,43.0499992370605,1,0,37,5,6.99900007247925,1,0,1853.30249023438,1369
0,38.5379981994629,1,0,41,4,1.05900001525879,0,0,1485.17724609375,1681
0,12.5550003051758,0,1,57,1,8,0,0,157.628036499023,3249
0,10.9469995498657,1,0,64,2,-4.19999980926514,0,0,119.836799621582,4096
0,17.6159992218018,0,0,45,1,-2.48000001907349,0,0,310.323425292969,2025
0,15.1440000534058,0,0,46,3,-3.25,0,0,229.340744018555,2116
1,14.5319995880127,1,1,26,3,2.59999990463257,1,0,211.179016113281,676
1,16.3920001983643,1,0,39,4,-1.54999995231628,0,0,268.697662353516,1521
0,34.0890007019043,1,0,58,4,17.1389999389648,0,0,1162.05993652344,3364
1,19.3020000457764,0,1,36,1,-0.377000004053116,1,0,372.567199707031,1296
1,30.2940006256104,0,0,56,6,-0.300000011920929,1,0,917.726501464844,3136
0,20.9099998474121,1,0,53,5,-0.800000011920929,0,0,437.228088378906,2809
1,17.2439994812012,1,0,42,3,1.04999995231628,1,0,297.355529785156,1764
1,55.9080009460449,1,0,30,2,8.10000038146973,1,0,3125.70458984375,900
1,21.9209995269775,1,0,27,4,-5.55000019073486,1,0,480.530212402344,729
0,12.2910003662109,0,0,34,1,0.025000000372529,0,0,151.068695068359,1156
0,12.6420001983643,0,0,64,2,0.899999976158142,0,0,159.820175170898,4096
0,47.2919998168945,0,1,47,1,58.5,0,0,2236.533203125,2209
0,40.7700004577637,1,0,61,2,0,0,0,1662.19299316406,3721
0,10.5419998168945,1,0,47,2,-57.2000007629395,0,0,111.133758544922,2209
1,21.2730007171631,0,1,44,1,-1.25100004673004,0,0,452.540557861328,1936
1,30.6539993286133,1,0,41,3,-0.00100000004749745,0,0,939.667663574219,1681
1,15,1,0,47,6,0.400000005960464,1,0,225,2209
1,33.5730018615723,1,0,54,2,-0.531000018119812,0,0,1127.146484375,2916
0,18.9419994354248,0,0,37,4,0,0,0,358.799346923828,1369
1,68.7600021362305,1,0,54,5,25.7000007629395,1,0,4727.93798828125,2916
0,29.8199996948242,1,0,51,2,14.3999996185303,0,0,889.232360839844,2601
0,31.511999130249,0,1,54,2,100,0,1,993.006103515625,2916
0,104.918998718262,1,1,64,2,-3.40400004386902,0,1,11007.99609375,4096
1,34.4879989624023,1,0,45,4,61.7879981994629,1,0,1189.42211914062,2025
0,41.8050003051758,1,0,38,4,16.0750007629395,0,0,1747.65808105469,1444
0,36.693000793457,1,0,30,4,7.04899978637695,0,0,1346.37634277344,900
0,48.1110000610352,1,0,30,3,11.9989995956421,0,0,2314.66821289062,900
0,13.7399997711182,0,0,38,3,7.30000019073486,0,0,188.78759765625,1444
0,30.6000003814697,0,1,26,1,0,0,0,936.360046386719,676
0,37.8300018310547,1,0,52,2,-0.112000003457069,0,0,1431.10900878906,2704
1,155.414993286133,1,0,44,3,-283.355987548828,1,1,24153.8203125,1936
0,20.4179992675781,1,1,31,4,-0.958999991416931,0,0,416.894683837891,961
0,23.1000003814697,0,0,44,1,-0.774999976158142,0,0,533.610046386719,1936
0,126.75,1,0,40,3,22.4740009307861,0,1,16065.5625,1600
0,22.6919994354248,0,0,44,1,0.199000000953674,0,0,514.926818847656,1936
0,31.6919994354248,1,1,62,2,13.8280000686646,0,1,1004.3828125,3844
0,18.6000003814697,1,0,63,2,1.48800003528595,0,0,345.960021972656,3969
0,32.6339988708496,0,0,52,5,61.0099983215332,0,0,1064.97790527344,2704
0,12.0030002593994,0,0,37,1,0.0590000003576279,0,0,144.072021484375,1369
1,93.120002746582,1,0,32,3,-1.60000002384186,1,0,8671.3349609375,1024
0,21.9599990844727,0,1,33,1,0,0,0,482.241546630859,1089
0,14.2919998168945,0,0,57,1,0.172999992966652,0,0,204.261260986328,3249
0,12.2639999389648,0,0,32,2,0,0,0,150.405700683594,1024
0,17.6159992218018,0,0,64,1,6.65000009536743,0,1,310.323425292969,4096
0,47.8019981384277,1,0,47,6,2.5,0,0,2285.03100585938,2209
0,12.2399997711182,1,1,40,4,0,0,0,149.817596435547,1600
1,79.9199981689453,1,1,43,4,49.8499984741211,0,1,6387.2060546875,1849
0,93.6119995117188,1,0,41,5,-3.20000004768372,0,0,8763.2060546875,1681
0,15.8339996337891,1,1,32,5,0,0,0,250.715545654297,1024
0,22.8719997406006,1,1,53,6,9.88500022888184,0,0,523.128356933594,2809
1,50.939998626709,1,0,54,3,-25,0,0,2594.88354492188,2916
0,38.4000015258789,1,0,40,4,6.5,0,0,1474.56005859375,1600
1,42.7709999084473,0,1,29,1,5.48000001907349,1,0,1829.3583984375,841
0,25.2479991912842,0,1,59,2,84.4000015258789,0,1,637.461486816406,3481
0,32.7029991149902,0,0,41,1,-3.77500009536743,0,0,1069.48620605469,1681
1,36.492000579834,1,0,26,4,4.69999980926514,1,1,1331.66613769531,676
1,30.8460006713867,0,0,48,1,-2.76500010490417,1,0,951.475769042969,2304
1,20.4599990844727,1,0,30,2,8.09899997711182,1,0,418.611572265625,900
0,29.8199996948242,1,0,30,4,-5.76999998092651,0,0,889.232360839844,900
0,118.598999023438,1,0,36,4,-5.98899984359741,0,0,14065.72265625,1296
1,44.4300003051758,1,0,38,6,0.869000017642975,1,0,1974.02490234375,1444
0,19.4160003662109,0,0,38,2,4.5,0,0,376.981079101562,1444
1,54.3300018310547,0,0,43,2,80,1,1,2951.7490234375,1849
0,39.7799987792969,1,1,32,3,1,0,0,1582.4482421875,1024
1,47.6580009460449,1,0,36,3,-7.57499980926514,1,1,2271.28515625,1296
0,33.2190017700195,1,0,58,4,7.59999990463257,0,0,1103.50207519531,3364
0,50.3969993591309,1,0,45,2,-4.75099992752075,0,0,2539.85766601562,2025
0,48.4500007629395,1,0,52,4,0.0949999988079071,0,0,2347.40258789062,2704
1,76.8990020751953,1,0,54,2,361.989990234375,1,1,5913.45654296875,2916
0,22.4729995727539,0,0,43,1,-1.75100004673004,0,0,505.035705566406,1849
0,60.810001373291,1,0,31,4,3,0,0,3697.85620117188,961
0,33.6510009765625,0,1,26,1,16.9990005493164,0,0,1132.38989257812,676
1,49.2719993591309,1,0,54,2,67.0999984741211,1,1,2427.72998046875,2916
1,28.1310005187988,0,0,38,3,4.33900022506714,0,0,791.353210449219,1444
0,26.423999786377,1,0,64,3,-0.5,0,0,698.227783203125,4096
0,40.3919982910156,1,0,36,6,2.70000004768372,0,1,1631.51354980469,1296
0,21.011999130249,0,1,35,1,0.800000011920929,0,0,441.504119873047,1225
0,17.5200004577637,1,0,27,4,1,0,0,306.950408935547,729
0,39.2190017700195,1,0,52,2,0.109999999403954,0,0,1538.13012695312,2704
1,40.556999206543,1,0,42,4,-7.11899995803833,0,0,1644.87023925781,1764
1,24.2369995117188,0,0,42,1,3.71000003814697,1,0,587.43212890625,1764
0,29.2350006103516,1,0,51,2,-0.493999987840652,0,0,854.685241699219,2601
0,38.5200004577637,1,0,34,2,-7.80000019073486,0,0,1483.79040527344,1156
0,26.0100002288818,1,0,57,4,11,0,1,676.520141601562,3249
1,18.8819999694824,0,1,35,1,3.67000007629395,0,1,356.529937744141,1225
0,42.375,1,0,57,2,1.51300001144409,0,0,1795.640625,3249
1,47.5859985351562,1,0,53,3,5.05999994277954,1,0,2264.42724609375,2809
0,42.8759994506836,0,1,63,1,931,0,1,1838.35131835938,3969
1,51.7109985351562,1,0,30,2,1.00899994373322,1,0,2674.02734375,900
1,20.4449996948242,0,1,34,1,1.28299999237061,1,0,417.998016357422,1156
0,64.8209991455078,1,0,34,3,-16.7000007629395,0,0,4201.76171875,1156
0,16.875,1,1,40,4,10.3000001907349,0,0,284.765625,1600
0,18,0,0,37,1,-6.65000009536743,0,0,324,1369
1,60.1500015258789,1,0,32,4,-2,1,0,3618.02270507812,1024
0,54,0,1,27,1,1,0,0,2916,729
1,46.382999420166,1,0,29,2,1.54999995231628,0,0,2151.38256835938,841
1,100.563003540039,1,0,33,3,35.9140014648438,1,1,10112.91796875,1089
1,122.802001953125,1,1,30,2,33.185001373291,1,1,15080.33203125,900
0,53.0099983215332,0,0,35,2,22.1000003814697,0,1,2810.05981445312,1225
1,21.9599990844727,0,0,43,1,4.5,0,0,482.241546630859,1849
1,47.7900009155273,1,0,28,3,2,0,0,2283.88427734375,784
0,44.1689987182617,1,0,30,2,3.02500009536743,0,0,1950.900390625,900
0,59.3310012817383,1,0,27,2,-9.39999961853027,0,0,3520.16772460938,729
0,34.7369995117188,1,0,61,2,144.748992919922,0,0,1206.6591796875,3721
0,55.2809982299805,1,0,43,4,11.5,0,0,3055.98876953125,1849
1,41.3339996337891,0,0,38,1,43.0359992980957,1,1,1708.49951171875,1444
0,21.2399997711182,0,0,47,1,1.79200005531311,0,0,451.137603759766,2209
1,24.1800003051758,0,1,61,2,15.9989995956421,1,0,584.672424316406,3721
1,29.9699993133545,1,0,28,2,21.1000003814697,0,1,898.200866699219,784
0,39.1500015258789,0,1,54,1,12.4989995956421,0,0,1532.72265625,2916
1,15.4440002441406,0,0,43,7,-3.0699999332428,0,0,238.517150878906,1849
1,85.838996887207,0,1,52,2,4.25,0,0,7368.33349609375,2704
0,106.085998535156,1,0,44,4,-5.90000009536743,0,1,11254.2392578125,1936
0,11.9969997406006,0,0,33,2,0.256999999284744,0,0,143.928009033203,1089
1,23.5410003662109,0,0,43,1,-1.29999995231628,1,0,554.1787109375,1849
0,22.6830005645752,0,0,25,1,0,0,0,514.518493652344,625
0,77.1240005493164,0,1,38,1,11.6999998092651,0,1,5948.111328125,1444
0,48.1349983215332,0,0,44,1,-11,0,0,2316.97802734375,1936
0,73.6500015258789,1,0,48,4,2,0,0,5424.32275390625,2304
1,62.1119995117188,1,0,42,7,3,1,0,3857.900390625,1764
0,25.3799991607666,0,0,54,2,0.200000002980232,0,0,644.144348144531,2916
0,62.6100006103516,1,1,39,3,7.99700021743774,0,1,3920.01220703125,1521
1,61.9199981689453,1,0,36,4,29.8570003509521,1,1,3834.08618164062,1296
1,21.7530002593994,1,1,36,6,0.976000010967255,1,0,473.193023681641,1296
0,19.2150001525879,0,1,29,1,0.300000011920929,0,0,369.216217041016,841
0,14.8500003814697,0,1,37,1,-1.10000002384186,0,0,220.522506713867,1369
1,36.75,0,1,30,1,17.4200000762939,1,0,1350.5625,900
1,44.8979988098145,0,0,42,2,31.5,1,1,2015.83032226562,1764
1,75.4769973754883,1,0,56,2,14.3620004653931,1,0,5696.77734375,3136
0,46.007999420166,1,0,30,4,2,0,0,2116.73608398438,900
0,76.6500015258789,1,0,29,2,1.00999999046326,0,0,5875.22265625,841
1,36.4169998168945,1,0,37,5,50.2999992370605,1,1,1326.19787597656,1369
0,50.4000015258789,1,0,34,5,-11.3000001907349,0,0,2540.16015625,1156
0,53.976001739502,1,1,32,3,-3.09999990463257,0,0,2913.40869140625,1024
1,45.9630012512207,1,0,27,2,58.2490005493164,1,0,2112.59741210938,729
0,29.1720008850098,1,0,32,5,-2.09999990463257,0,0,851.005615234375,1024
1,48.9000015258789,1,0,35,3,13.0900001525879,1,0,2391.21020507812,1225
1,23.6399993896484,0,0,52,2,-1.05200004577637,1,0,558.849548339844,2704
1,31.0499992370605,0,0,26,1,20.7000007629395,1,0,964.102478027344,676
1,40.2599983215332,0,0,32,1,83,1,0,1620.86743164062,1024
1,57.9000015258789,0,0,28,1,-12.8000001907349,0,0,3352.41015625,784
0,39.1650009155273,1,0,51,3,13.4490003585815,0,1,1533.89733886719,2601
0,31.9440002441406,0,0,49,2,-6,0,0,1020.41912841797,2401
1,38.3040008544922,0,0,54,1,-1.41999995708466,1,0,1467.19653320312,2916
0,16.7280006408691,0,0,50,1,0,0,0,279.826019287109,2500
1,78.2429962158203,1,0,52,4,-3.23000001907349,1,0,6121.96630859375,2704
0,10.5900001525879,0,0,55,3,-0.980000019073486,0,0,112.148101806641,3025
0,21.0809993743896,0,1,41,1,-10,0,0,444.408538818359,1681
0,31.5060005187988,1,0,48,5,-3.90000009536743,0,0,992.628051757812,2304
1,31.2240009307861,0,1,35,1,2.29999995231628,1,0,974.938232421875,1225
0,33.9059982299805,1,0,28,2,0.300000011920929,0,0,1149.61669921875,784
0,30.173999786377,0,1,64,1,0,0,0,910.470275878906,4096
0,24.6060009002686,1,0,33,2,-2.90000009536743,0,0,605.455261230469,1089
1,24.2099990844727,1,0,38,6,-0.975000023841858,0,0,586.124084472656,1444
0,50.5439987182617,0,0,52,2,54.2529983520508,0,1,2554.69580078125,2704
1,44.3520011901855,1,0,30,4,4.69999980926514,0,1,1967.09997558594,900
0,25.1639995574951,1,0,38,6,-1.89999997615814,0,0,633.226867675781,1444
1,52.1699981689453,0,0,44,1,4.90000009536743,1,0,2721.70874023438,1936
0,20.0279998779297,0,1,31,1,0,0,0,401.120788574219,961
1,35.5349998474121,1,0,33,2,1.5,0,0,1262.73620605469,1089
0,37.7400016784668,1,0,44,3,-5.42700004577637,0,0,1424.30773925781,1936
1,72.1289978027344,1,0,56,4,-14.8000001907349,0,0,5202.59228515625,3136
0,38.2410011291504,0,0,40,1,55.568000793457,0,0,1462.37414550781,1600
1,32.226001739502,0,0,34,3,6.29899978637695,1,0,1038.51513671875,1156
0,34.2630004882812,1,0,32,3,-7.28999996185303,0,0,1173.95324707031,1024
1,36.9300003051758,0,0,39,3,35.4000015258789,1,0,1363.82495117188,1521
0,20.4179992675781,1,0,48,2,0.199000000953674,0,0,416.894683837891,2304
0,10.0559997558594,1,0,34,7,0,0,0,101.12313079834,1156
0,30.5130004882812,1,0,61,2,0.649999976158142,0,0,931.043212890625,3721
0,45.7290000915527,1,0,49,4,47.3479995727539,0,1,2091.14135742188,2401
0,22.9740009307861,1,0,62,2,25.4370002746582,0,0,527.804748535156,3844
0,20.1420001983643,0,0,37,1,7.32200002670288,0,0,405.700164794922,1369
0,28.253999710083,1,1,25,3,-0.495000004768372,0,0,798.288513183594,625
0,20.003999710083,0,0,25,1,3.29999995231628,0,0,400.160003662109,625
0,25.4370002746582,0,0,30,1,-0.061999998986721,0,0,647.040954589844,900
0,21.2159996032715,0,1,39,1,0,0,0,450.11865234375,1521
0,34.6800003051758,0,1,34,1,0,0,0,1202.70239257812,1156
0,11.8199996948242,0,0,57,2,11.4219999313354,0,0,139.712387084961,3249
0,52.181999206543,1,0,44,5,59.548999786377,0,0,2722.9609375,1936
0,21.3959999084473,1,0,49,6,77.0979995727539,0,0,457.788818359375,2401
0,36.0509986877441,1,0,33,5,-2.48200011253357,0,0,1299.67456054688,1089
0,99.3450012207031,0,1,39,1,38,0,1,9869.4296875,1521
